type,smiles
12.789232771664404,c1cc(oc1)c2ccc(=O)n(n2)CC(=O)Nc3ccc(cc3)C(=O)N
12.789072285137062,Cc1nc([nH]n1)[C@@H]2[C@H](CCO2)NC(=O)c3c(cc[nH]3)C4CC4
12.789007211147892,CCC[C@@]1([C@H]2[C@@H]([C@@H]([NH2+]1)c3ccc(cc3O)OC)C(=O)N(C2=O)c4ccc(cc4)OC)C(=O)[O-]
12.788384171670502,c1cc(oc1)/C=C\C=C\2/C(=O)[NH+]=C(S2)Nc3ccc(c(c3)C(=O)[O-])O
12.78823247892548,c1cc(c(=O)[nH]c1)c2nc(on2)CNC(=O)c3ccn[nH]3
12.7836720234142,CC[N@@H+](CCc1ccccn1)Cc2[nH]c(=O)c3cnn(c3n2)C
12.778890843966686,Cc1ccc(c(c1)C)NC(=O)[C@@H](C)n2c(=O)ccc(n2)c3ccc(c(c3)NC(=O)C)C
12.777182212061865,c1ccc(cc1)c2cc(=O)[nH]c(n2)Nc3ccc(c(c3)C(=O)[O-])O
12.77627073652437,CCc1c(sc(n1)C)C(=O)N2CCC[C@@H](C2)c3[nH]c4cccc(c4n3)C
12.771800856970993,Cc1ccc(o1)CNC(=O)c2c3c(n[nH]2)CCCC3
12.766361023227692,c1ccc(c(c1)[C@H]2CC[N@H+](C2)Cc3cccc(c3)n4cccn4)C(=O)[O-]
